BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,VALUE_missing,DEROG_missing,DELINQ_missing,NINQ_missing,DEBTINC_missing,REASON_DebtCon,REASON_HomeImp,REASON_Not Provided,JOB_Mgr,JOB_Not Provided,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
1,0.010135135135135134,0.10802114282982839,0.0554304766195429,0.07317073170731708,0.0,0.0,0.13246179334516053,0.2,0.45454545454545453,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.010135135135135134,0.1571699200225416,0.09364212433173844,0.06097560975609756,0.0,0.0,0.22644707816035162,0.0,0.43636363636363634,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.011261261261261262,0.17343208708712485,0.08945535428919849,0.1951219512195122,0.0,0.16666666666666666,0.18930442193716085,0.0,0.2909090909090909,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.012387387387387387,0.05589365186785983,0.031473896373313645,0.17073170731707318,0.0,0.16666666666666666,0.4630519545863805,0.0,0.14545454545454545,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.012387387387387387,0.2236400184156966,0.11156857634486719,0.17073170731707318,0.3333333333333333,1.0,0.18915051590306559,0.1,0.39999999999999997,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.013513513513513513,0.06573548317303458,0.03791680475145328,0.10975609756097561,0.0,0.0,0.08403269461600799,0.1,0.2909090909090909,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.013513513513513513,0.2523529071391014,0.1332135877788772,0.04878048780487805,0.0,0.0,0.14004299958185526,0.0,0.23636363636363636,0.4750155942703216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.013513513513513513,0.08946959271623976,0.04505200440141572,0.07317073170731708,0.0,0.16666666666666666,0.18817577769225918,0.1,0.2545454545454545,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.014639639639639641,0.12060017057161618,0.07712502167095761,0.12195121951219512,0.16666666666666666,0.0,0.26702696915526347,0.1,0.0,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.014639639639639641,0.06525244850774993,0.03868339644938313,0.29268292682926833,0.0,0.0,0.10342485491200983,0.2,0.39999999999999997,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.014639639639639641,0.04009439302417438,0.09652509880187615,0.5365853658536586,0.0,0.3333333333333333,0.18735494550015744,0.0,0.18181818181818182,0.541774360572354,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.014639639639639641,0.15833725379697952,0.010826633518455402,0.17073170731707318,0.0,0.0,0.02241897896705483,0.30000000000000004,0.07272727272727272,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.014639639639639641,0.08251842198612784,0.046550986013829315,0.29268292682926833,0.0,0.0,0.1084900256681618,0.1,0.3818181818181818,0.6065778322359908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.014639639639639641,0.24248843358399141,0.1287815083929997,0.0975609756097561,0.0,0.0,0.144381982193698,0.0,0.23636363636363636,0.4374361316270422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.015765765765765764,0.03254697637910171,0.014388336484221775,0.43902439024390244,0.0,0.0,0.20941481039740403,0.1,0.34545454545454546,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.015765765765765764,0.05799686530628675,0.03343519174817109,0.24390243902439024,0.16666666666666666,0.3333333333333333,0.42626841243761515,0.0,0.16363636363636364,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.015765765765765764,0.012996651462815137,0.043065942217855924,0.17073170731707318,0.0,0.0,0.32012455091812564,0.0,0.21818181818181817,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.015765765765765764,0.17445853575085474,0.08326365211361125,0.1951219512195122,0.0,0.0,0.3935890311877961,0.0,0.21818181818181817,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.019144144144144143,0.12260023598256042,0.06498338854759178,0.6341463414634146,0.3333333333333333,1.0,0.22413848764892283,0.30000000000000004,0.8181818181818181,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.019144144144144143,0.004873115347168586,0.06232980190091154,0.3902439024390244,0.6666666666666666,0.0,0.17334949639748945,0.2,0.16363636363636364,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.02027027027027027,0.19255220925464228,0.12383404351174476,0.14634146341463417,0.16666666666666666,0.0,0.2544579763656876,0.2,0.4727272727272727,0.541774360572354,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.02027027027027027,0.256325364099958,0.12325025444947513,0.024390243902439025,0.0,0.0,0.14790728426824237,0.0,0.23636363636363636,0.4447149990685415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.02027027027027027,0.2573920656524616,0.132917565446292,0.04878048780487805,0.0,0.0,0.15627664493694285,0.0,0.23636363636363636,0.44204876405593996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.02027027027027027,0.01430738615350942,0.07075759309076798,0.3902439024390244,0.5,0.0,0.1880803499333942,0.2,0.14545454545454545,0.5661291406204961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.02027027027027027,0.15069423654106925,0.07420017950039451,0.04878048780487805,0.0,0.0,0.4352488180918548,0.30000000000000004,0.6727272727272727,0.822253872343402,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0213963963963964,0.257887679345488,0.13412878032902115,0.04878048780487805,0.0,0.0,0.13218123069121235,0.0,0.2545454545454545,0.48430424701662245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.0213963963963964,0.012420531992241255,0.014506273668518675,0.07317073170731708,0.0,0.0,0.07818426532038837,0.5,0.16363636363636364,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0213963963963964,0.15833725379697952,0.0009434974743751986,0.04878048780487805,0.0,0.16666666666666666,0.11968759251525454,0.0,0.05454545454545454,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0213963963963964,0.15833725379697952,0.029484296074224946,0.024390243902439025,0.0,0.16666666666666666,0.035860105944193886,0.1,0.03636363636363636,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0213963963963964,0.2962688087912309,0.2187734768707491,0.1951219512195122,0.0,0.0,0.20012918500664975,0.0,0.4909090909090909,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0213963963963964,0.04512600412088949,0.025651337584575704,0.04878048780487805,0.0,0.0,0.28790688778598295,0.0,0.21818181818181817,0.541774360572354,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0213963963963964,0.15833725379697952,0.007665916979298488,0.07317073170731708,0.0,0.0,0.014313261170858503,1.0,0.03636363636363636,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0213963963963964,0.15833725379697952,0.007194168242110888,0.024390243902439025,0.0,0.0,0.16037008752725332,0.0,0.34545454545454546,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0213963963963964,0.1130527539265435,0.08809907666978414,0.24390243902439024,0.0,0.16666666666666666,0.4034903193915177,0.5,0.4727272727272727,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.0213963963963964,0.08171084840510506,0.04469819284852502,0.20731707317073172,0.0,0.3333333333333333,0.09598606326458563,0.0,0.18181818181818182,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0213963963963964,0.14072661495847663,0.07489011202853135,0.24390243902439024,0.0,0.3333333333333333,0.3261781882540754,0.0,0.45454545454545453,0.541774360572354,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0213963963963964,0.1130527539265435,0.0570815971996995,0.5121951219512195,0.0,0.0,0.31068498083208035,0.0,0.36363636363636365,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.02252252252252252,0.09440811900766564,0.03314034878742884,0.03658536585365854,0.0,0.0,0.2357327422276923,0.1,0.2545454545454545,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.02364864864864865,0.16550226799870182,0.07850606609907432,0.24390243902439024,0.0,0.16666666666666666,0.3177029965481352,0.0,0.45454545454545453,0.6430811692243079,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02364864864864865,0.11708559022056066,0.06250670767735689,0.6829268292682927,0.0,0.6666666666666666,0.1878166636024432,0.1,0.45454545454545453,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.02364864864864865,0.06323980406906389,0.03872349509204408,0.17073170731707318,0.0,0.0,0.45884246658472194,0.0,0.12727272727272726,0.5531641088732714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.02364864864864865,0.1306633927650464,0.06704728927278752,0.024390243902439025,0.0,0.0,0.18756015355587818,0.30000000000000004,0.3818181818181818,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.02364864864864865,0.18315315972597845,0.0934840885047806,0.17073170731707318,0.0,0.0,0.38573664665909785,0.0,0.21818181818181817,0.6981555706809652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.02364864864864865,0.05307343384815101,0.09652509880187615,0.4878048780487805,0.0,0.3333333333333333,0.18131015443679782,0.0,0.16363636363636364,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02477477477477478,0.31316244304845187,0.1492223811753384,0.21951219512195122,0.16666666666666666,0.0,0.21392938739240128,0.0,0.6545454545454545,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.02477477477477478,0.3231678017142699,0.18435586837738482,0.21951219512195122,0.0,1.0,0.2959446031752395,0.0,0.6,0.5566530766278585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.0259009009009009,0.08789469844296793,0.051892361090635906,0.04878048780487805,0.0,0.16666666666666666,0.28210963061529604,0.0,0.10909090909090909,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.02702702702702703,0.05317658187563367,0.03616661693648729,0.2682926829268293,0.0,0.0,0.24989209736445553,0.0,0.2545454545454545,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.02702702702702703,0.04361652079187495,0.01473507180605466,0.12195121951219512,0.0,0.0,0.1476471887081994,0.0,0.16363636363636364,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.028153153153153157,0.10022214562991996,0.05247025329369072,0.07317073170731708,0.0,0.0,0.11086364655943402,0.2,0.07272727272727272,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.028153153153153157,0.2053828175512658,0.12241879730018199,0.14634146341463417,0.0,0.0,0.29662822970778685,0.1,0.509090909090909,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.028153153153153157,0.1490967000178622,0.08076810129388884,0.21951219512195122,0.0,0.3333333333333333,0.31167630264891955,0.0,0.45454545454545453,0.6706883853570893,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.028153153153153157,0.2481339012345058,0.12588968863403974,0.14634146341463417,0.0,0.0,0.13616136422711733,0.0,0.2545454545454545,0.43175423056536044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.028153153153153157,0.11684407288791834,0.06250670767735689,0.3170731707317073,0.16666666666666666,0.6666666666666666,0.14990447720877614,0.0,0.3090909090909091,0.541774360572354,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.028153153153153157,0.12647960813812778,0.06603185011599122,0.4878048780487805,0.0,0.0,0.3143877017119151,0.0,0.36363636363636365,0.25589449483599663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.02927927927927928,0.039734632830759245,0.01550166350398451,0.12195121951219512,0.0,0.0,0.19964278756390696,0.1,0.16363636363636364,0.3773721065632456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.030405405405405407,0.0429498323215602,0.10578021933957535,0.039024390243902446,0.16666666666666666,1.0,0.38881794413084325,0.1,0.45454545454545453,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.030405405405405407,0.12356882111867809,0.06540678303921765,0.4878048780487805,0.0,0.0,0.3135859047412351,0.0,0.36363636363636365,0.24793438707188298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.030405405405405407,0.02384983659842963,0.044869201765755526,0.17073170731707318,0.0,0.0,0.31496560783488015,0.0,0.19999999999999998,0.6836330567707971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.031531531531531536,0.07002241582743586,0.04476895515910316,0.2682926829268293,0.0,0.0,0.22489248694603012,0.0,0.2545454545454545,0.3348891358518569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.031531531531531536,0.03128907360492293,0.01661970801111912,0.08536585365853659,0.0,0.16666666666666666,0.23132076924516484,0.5,0.14545454545454545,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.031531531531531536,0.12770732124572626,0.06486545136329488,0.1951219512195122,0.0,0.6666666666666666,0.26420535853531407,0.1,0.5636363636363636,0.541774360572354,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.031531531531531536,0.25178181927962423,0.13060599663407277,0.04878048780487805,0.0,0.0,0.13124701134354905,0.0,0.23636363636363636,0.4307762044214377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.031531531531531536,0.04814497077891856,0.03656052713203894,0.0975609756097561,0.0,0.16666666666666666,0.1332313235156368,0.2,0.2545454545454545,0.541774360572354,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.03265765765765766,0.2593820678412124,0.12356750547523376,0.024390243902439025,0.0,0.0,0.14578729713214825,0.0,0.23636363636363636,0.4317026840118606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.03265765765765766,0.13202947517780456,0.06342307959934379,0.5121951219512195,0.0,0.0,0.3164103058622699,0.0,0.34545454545454546,0.2822193287175116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.03265765765765766,0.15833725379697952,0.08563301014613597,0.03658536585365854,0.0,0.3333333333333333,0.19474243513672956,0.30000000000000004,0.21818181818181817,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.03265765765765766,0.06165987818469535,0.028257749357537193,0.2682926829268293,0.0,0.0,0.18129377272470057,0.0,0.14545454545454545,0.6661572362038847,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.03265765765765766,0.03757858747581682,0.05190651355275153,0.5365853658536586,0.5,0.16666666666666666,0.13133314909410262,0.1,0.16363636363636364,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.03265765765765766,0.06918213677428443,0.03443765781469474,0.14634146341463417,0.0,0.0,0.1417987594125798,0.1,0.4727272727272727,0.541774360572354,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.03265765765765766,0.09971898452024845,0.08105232990804437,0.012195121951219513,0.0,0.5,0.20951741440987381,0.0,0.2727272727272727,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.03265765765765766,0.14072661495847663,0.07246060603201523,0.08536585365853659,0.0,0.16666666666666666,0.25958817751245644,0.0,0.32727272727272727,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.03265765765765766,0.009149984779376431,0.01179371842968998,0.17073170731707318,0.0,0.0,0.01877653615962083,0.0,0.3090909090909091,0.541774360572354,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.03265765765765766,0.10802114282982839,0.05938137229348905,0.08536585365853659,0.0,0.0,0.2493277752343094,0.30000000000000004,0.2909090909090909,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03265765765765766,0.012420531992241255,0.009458562180611363,0.43902439024390244,0.0,0.16666666666666666,0.13205137725372681,0.2,0.41818181818181815,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.03265765765765766,0.16085305934533706,0.0837943694429473,0.04390243902439025,0.3333333333333333,0.0,0.4293978351257551,0.1,0.10909090909090909,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.03265765765765766,0.15833725379697952,0.04453308079050936,0.0,0.0,0.0,0.26702696915526347,0.0,0.0,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.03265765765765766,0.15078983715190683,0.08255602900782985,0.0975609756097561,0.0,0.0,0.1686297113621621,0.0,0.2727272727272727,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.03265765765765766,0.15642524158022778,0.06603302948783418,0.12195121951219512,0.3333333333333333,0.0,0.24671137265469012,0.1,0.41818181818181815,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.03265765765765766,0.1809795037321975,0.10024660665236482,0.06341463414634146,0.16666666666666666,0.5,0.28723996162797644,0.0,0.16363636363636364,0.541774360572354,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.03265765765765766,0.13317919831340394,0.0601479639914189,0.29268292682926833,0.3333333333333333,0.0,0.22485671581316422,0.0,0.39999999999999997,0.541774360572354,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.03265765765765766,0.1649412433614181,0.08573797424016022,0.2682926829268293,0.0,0.16666666666666666,0.3268183920305846,0.0,0.45454545454545453,0.6236287763109704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.03265765765765766,0.1647097892509692,0.07532058275121506,0.24390243902439024,0.0,0.3333333333333333,0.35058715440888966,0.0,0.45454545454545453,0.6243700684284272,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.033783783783783786,0.15833725379697952,0.013128767355930885,0.0,0.0,0.0,0.15509827058969494,0.0,0.34545454545454546,0.5194094001961518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.033783783783783786,0.14198451773265539,0.06722419504923288,0.1951219512195122,0.16666666666666666,0.3333333333333333,0.09839725779771855,0.2,0.2727272727272727,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.033783783783783786,0.14070648851408976,0.06580541072214119,0.17073170731707318,0.0,0.6666666666666666,0.2547222385976276,0.1,0.5636363636363636,0.29151450167187404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.034909909909909914,0.13706360208006801,0.060405067053186136,0.4634146341463415,0.0,0.0,0.3247457321434966,0.1,0.36363636363636365,0.22744965512709936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.034909909909909914,0.08235992623658131,0.04979897606936594,0.04878048780487805,0.16666666666666666,0.0,0.14390214187906128,0.1,0.09090909090909091,0.541774360572354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
